case_name,ssim_3d,psnr_3d
BDMAP_O0000058,92.15531349182129,30.355756828786088
BDMAP_O0000059,91.6492760181427,29.428005126482653
BDMAP_O0000259,90.94555974006653,28.404777571757144
BDMAP_O0000258,92.59864687919617,29.857676924801588
BDMAP_O0000021,91.50431156158447,29.920589953652907
BDMAP_O0000016,91.24341607093811,28.605943384696072
BDMAP_O0000029,92.87474155426025,29.40720452355133
BDMAP_O0000003,91.63537621498108,28.725206516350656
BDMAP_O0000049,88.76950144767761,28.152679597645616
BDMAP_O0000023,90.68458676338196,29.242919351626597
BDMAP_O0000018,83.30290913581848,27.64795351275791
BDMAP_O0000096,93.57189536094666,30.01031660851519
BDMAP_O0000019,90.4672622680664,27.751779503684766
BDMAP_O0000046,90.25320410728455,27.734363808889967
BDMAP_O0000012,90.27833342552185,29.607670050734548
BDMAP_O0000022,91.32012724876404,29.254270650648092
BDMAP_O0000038,88.99121880531311,28.811612731616606
BDMAP_O0000048,87.50097155570984,28.005405655864255
BDMAP_O0000014,86.25796437263489,27.786722234862687
BDMAP_O0000050,88.49671483039856,28.981467138984883
BDMAP_O0000033,88.66391181945801,28.723670900037543
BDMAP_O0000004,88.19186091423035,28.519730880401795
BDMAP_O0000043,89.42878842353821,28.173290445695613
BDMAP_O0000045,87.36894726753235,27.05670793207289
BDMAP_O0000005,89.24873471260071,28.926064760851208
BDMAP_O0000037,91.44933223724365,30.109323779744898
BDMAP_O0000039,92.01579093933105,29.739520841524953
BDMAP_O0000460,89.87271189689636,28.639118516765414
BDMAP_O0000465,91.11002087593079,28.60996127182037
BDMAP_O0000044,87.3159408569336,25.73206296867835
BDMAP_O0000020,87.72134184837341,27.99388531955516
BDMAP_O0000047,70.15112042427063,19.05423252435682
BDMAP_O0000008,91.74787402153015,29.399397390833705
BDMAP_O0000461,90.19414782524109,28.582590543710346
BDMAP_O0000001,89.02724385261536,28.644535855178148
BDMAP_O0000002,89.07222151756287,28.68480490693864
